t,mean_H2O,mean_CO2,mean_O2,mean_SUGAR,mean_ATP,mean_PROTEIN,mean_MITOGEN
1139,0.983916,0.983527,0.981656,0.979363,1.860242,0.021113,0.013343
1140,0.983917,0.983528,0.981655,0.979377,1.860204,0.021112,0.01333
1141,0.983918,0.983529,0.981653,0.97939,1.860165,0.021112,0.013317
1142,0.98392,0.98353,0.981652,0.979403,1.860127,0.021112,0.013303
1143,0.983921,0.983531,0.981651,0.979417,1.860088,0.021112,0.01329
1144,0.983922,0.983532,0.98165,0.97943,1.860049,0.021112,0.013276
1145,0.983923,0.983533,0.981649,0.979444,1.860011,0.021112,0.013263
1146,0.983924,0.983534,0.981648,0.979457,1.859972,0.021112,0.01325
1147,0.983925,0.983535,0.981647,0.97947,1.859934,0.021111,0.013236
1148,0.983926,0.983536,0.981646,0.979483,1.859895,0.021111,0.013223
1149,0.983927,0.983537,0.981645,0.979492,1.859857,0.021116,0.01321
1150,0.983928,0.983539,0.981644,0.9795,1.859818,0.021121,0.013197
1151,0.983929,0.98354,0.981643,0.979504,1.85978,0.02113,0.013183
1152,0.98393,0.983541,0.981642,0.979503,1.859741,0.021144,0.01317
1153,0.983931,0.983542,0.98164,0.979506,1.859702,0.021154,0.013157
1154,0.983932,0.983543,0.981639,0.97951,1.859664,0.021163,0.013144
1155,0.983934,0.983544,0.981638,0.979518,1.859625,0.021168,0.01313
1156,0.983935,0.983545,0.981637,0.979527,1.859587,0.021172,0.013117
1157,0.983936,0.983546,0.981636,0.979535,1.859548,0.021177,0.013104
1158,0.983937,0.983547,0.981635,0.979543,1.85951,0.021182,0.013091
1159,0.983938,0.983548,0.981634,0.979552,1.859471,0.021186,0.013078
1160,0.983939,0.983549,0.981633,0.97956,1.859432,0.021191,0.013065
1161,0.98394,0.98355,0.981632,0.979568,1.859394,0.021196,0.013051
1162,0.983941,0.983551,0.981631,0.979576,1.859355,0.021201,0.013038
1163,0.983942,0.983553,0.98163,0.979585,1.859317,0.021205,0.013025
1164,0.983943,0.983554,0.981629,0.979593,1.859278,0.02121,0.013012
1165,0.983944,0.983555,0.981628,0.979601,1.85924,0.021215,0.012999
1166,0.983945,0.983556,0.981626,0.979609,1.859201,0.021219,0.012986
1167,0.983947,0.983557,0.981625,0.979618,1.859163,0.021224,0.012973
1168,0.983948,0.983558,0.981624,0.979626,1.859124,0.021229,0.01296
1169,0.983949,0.983559,0.981623,0.979634,1.859085,0.021233,0.012947
1170,0.98395,0.98356,0.981622,0.979642,1.859047,0.021238,0.012934
1171,0.983951,0.983561,0.981621,0.97965,1.859008,0.021243,0.012921
1172,0.983952,0.983562,0.98162,0.979658,1.85897,0.021247,0.012908
1173,0.983953,0.983563,0.981619,0.979666,1.858931,0.021252,0.012895
1174,0.983954,0.983564,0.981618,0.979679,1.858893,0.021252,0.012882
1175,0.983955,0.983566,0.981617,0.979692,1.858854,0.021252,0.012869
1176,0.983956,0.983567,0.981616,0.979705,1.858815,0.021251,0.012856
1177,0.983957,0.983568,0.981615,0.979718,1.858777,0.021251,0.012843
1178,0.983958,0.983569,0.981613,0.979731,1.858738,0.021251,0.01283
1179,0.983959,0.98357,0.981612,0.979744,1.8587,0.021251,0.012817
1180,0.983961,0.983571,0.981611,0.979757,1.858661,0.021251,0.012804
1181,0.983962,0.983572,0.98161,0.97977,1.858623,0.021251,0.012792
1182,0.983963,0.983573,0.981609,0.979782,1.858584,0.02125,0.012779
1183,0.983964,0.983574,0.981608,0.979795,1.858545,0.02125,0.012766
1184,0.983965,0.983575,0.981607,0.979808,1.858507,0.02125,0.012753
1185,0.983966,0.983576,0.981606,0.979821,1.858468,0.02125,0.01274
1186,0.983967,0.983577,0.981605,0.979834,1.85843,0.02125,0.012727
1187,0.983968,0.983578,0.981604,0.979846,1.858391,0.02125,0.012715
1188,0.983969,0.98358,0.981603,0.979859,1.858353,0.021249,0.012702
1189,0.98397,0.983581,0.981602,0.979872,1.858314,0.021249,0.012689
1190,0.983971,0.983582,0.981601,0.979885,1.858276,0.021249,0.012676
1191,0.983972,0.983583,0.981599,0.979897,1.858237,0.021249,0.012664
1192,0.983974,0.983584,0.981598,0.97991,1.858198,0.021249,0.012651
1193,0.983975,0.983585,0.981597,0.979923,1.85816,0.021249,0.012638
1194,0.983976,0.983586,0.981596,0.979936,1.858121,0.021248,0.012625
1195,0.983977,0.983587,0.981595,0.979948,1.858083,0.021248,0.012613
1196,0.983978,0.983588,0.981594,0.979961,1.858044,0.021248,0.0126
1197,0.983979,0.983589,0.981593,0.979974,1.858006,0.021248,0.012587
1198,0.98398,0.98359,0.981592,0.979986,1.857967,0.021248,0.012575
1199,0.983981,0.983591,0.981591,0.979999,1.857928,0.021248,0.012562
1200,0.983982,0.983593,0.98159,0.980011,1.85789,0.021247,0.012549
1201,0.983983,0.983594,0.981589,0.980024,1.857851,0.021247,0.012537
1202,0.983984,0.983595,0.981588,0.980037,1.857813,0.021247,0.012524
1203,0.983985,0.983596,0.981587,0.980049,1.857774,0.021247,0.012512
1204,0.983986,0.983597,0.981585,0.980062,1.857736,0.021247,0.012499
1205,0.983988,0.983598,0.981584,0.980074,1.857697,0.021247,0.012486
1206,0.983989,0.983599,0.981583,0.980087,1.857659,0.021246,0.012474
1207,0.98399,0.9836,0.981582,0.980099,1.85762,0.021246,0.012461
1208,0.983991,0.983601,0.981581,0.980112,1.857581,0.021246,0.012449
1209,0.983992,0.983602,0.98158,0.980124,1.857543,0.021246,0.012436
1210,0.983993,0.983603,0.981579,0.980137,1.857504,0.021246,0.012424
1211,0.983994,0.983604,0.981578,0.980149,1.857466,0.021246,0.012411
1212,0.983995,0.983605,0.981577,0.980162,1.857427,0.021246,0.012399
1213,0.983996,0.983606,0.981576,0.980174,1.857389,0.021245,0.012386
1214,0.983997,0.983608,0.981575,0.980187,1.85735,0.021245,0.012374
1215,0.983998,0.983609,0.981574,0.980199,1.857311,0.021245,0.012361
1216,0.983999,0.98361,0.981573,0.980212,1.857273,0.021245,0.012349
1217,0.984,0.983611,0.981572,0.980224,1.857234,0.021245,0.012337
1218,0.984001,0.983612,0.98157,0.980236,1.857196,0.021245,0.012324
1219,0.984003,0.983613,0.981569,0.980249,1.857157,0.021244,0.012312
1220,0.984004,0.983614,0.981568,0.980261,1.857119,0.021244,0.012299
1221,0.984005,0.983615,0.981567,0.980273,1.85708,0.021244,0.012287
1222,0.984006,0.983616,0.981566,0.980286,1.857042,0.021244,0.012275
1223,0.984007,0.983617,0.981565,0.980298,1.857003,0.021244,0.012262
1224,0.984008,0.983618,0.981564,0.98031,1.856964,0.021244,0.01225
1225,0.984009,0.983619,0.981563,0.980323,1.856926,0.021243,0.012238
1226,0.98401,0.98362,0.981562,0.980335,1.856887,0.021243,0.012225
1227,0.984011,0.983621,0.981561,0.980347,1.856849,0.021243,0.012213
1228,0.984012,0.983623,0.98156,0.980355,1.85681,0.021243,0.012206
1229,0.984013,0.983624,0.981559,0.980367,1.856772,0.021243,0.012193
1230,0.984014,0.983625,0.981558,0.980379,1.856733,0.021243,0.012181
1231,0.984015,0.983626,0.981556,0.980391,1.856694,0.021242,0.012169
1232,0.984016,0.983627,0.981555,0.980399,1.856656,0.021242,0.012162
1233,0.984018,0.983628,0.981554,0.980411,1.856617,0.021242,0.012149
1234,0.984019,0.983629,0.981553,0.980418,1.856579,0.021242,0.012142
1235,0.98402,0.98363,0.981552,0.980431,1.85654,0.021242,0.01213
1236,0.984021,0.983631,0.981551,0.980438,1.856502,0.021242,0.012122
1237,0.984022,0.983632,0.98155,0.98045,1.856463,0.021241,0.01211
1238,0.984023,0.983633,0.981549,0.980457,1.856425,0.021241,0.012103
1239,0.984024,0.983634,0.981548,0.98047,1.856386,0.021241,0.012091
1240,0.984025,0.983635,0.981547,0.980477,1.856347,0.021241,0.012083
1241,0.984026,0.983637,0.981546,0.980484,1.856309,0.021241,0.012076
1242,0.984027,0.983638,0.981545,0.980491,1.85627,0.021241,0.012069
1243,0.984028,0.983639,0.981544,0.980503,1.856232,0.02124,0.012057
1244,0.984029,0.98364,0.981543,0.980516,1.856193,0.02124,0.012045
1245,0.98403,0.983641,0.981541,0.980523,1.856155,0.02124,0.012037
1246,0.984032,0.983642,0.98154,0.980535,1.856116,0.02124,0.012025
1247,0.984033,0.983643,0.981539,0.980547,1.856077,0.02124,0.012013
1248,0.984034,0.983644,0.981538,0.980549,1.856039,0.021244,0.012006
1249,0.984035,0.983645,0.981537,0.980561,1.856,0.021244,0.011994
1250,0.984036,0.983646,0.981536,0.980569,1.855962,0.021244,0.011987
1251,0.984037,0.983647,0.981535,0.980581,1.855923,0.021244,0.011975
1252,0.984038,0.983648,0.981534,0.980588,1.855885,0.021244,0.011967
1253,0.984039,0.983649,0.981533,0.9806,1.855846,0.021244,0.011955
1254,0.98404,0.98365,0.981532,0.980612,1.855808,0.021243,0.011943
1255,0.984041,0.983652,0.981531,0.980624,1.855769,0.021243,0.011931
1256,0.984042,0.983653,0.98153,0.980636,1.85573,0.021243,0.011919
1257,0.984043,0.983654,0.981529,0.980648,1.855692,0.021243,0.011907
1258,0.984044,0.983655,0.981528,0.98066,1.855653,0.021243,0.011895
1259,0.984045,0.983656,0.981526,0.980672,1.855615,0.021243,0.011883
1260,0.984046,0.983657,0.981525,0.980684,1.855576,0.021242,0.011872
1261,0.984048,0.983658,0.981524,0.980696,1.855538,0.021242,0.01186
1262,0.984049,0.983659,0.981523,0.980708,1.855499,0.021242,0.011848
1263,0.98405,0.98366,0.981522,0.980719,1.85546,0.021242,0.011836
1264,0.984051,0.983661,0.981521,0.980731,1.855422,0.021242,0.011824
1265,0.984052,0.983662,0.98152,0.980743,1.855383,0.021242,0.011812
1266,0.984053,0.983663,0.981519,0.980755,1.855345,0.021241,0.0118
1267,0.984054,0.983664,0.981518,0.980767,1.855306,0.021241,0.011788
1268,0.984055,0.983665,0.981517,0.980779,1.855268,0.021241,0.011776
1269,0.984056,0.983666,0.981516,0.980791,1.855229,0.021241,0.011764
1270,0.984057,0.983668,0.981515,0.980802,1.855191,0.021241,0.011753
1271,0.984058,0.983669,0.981514,0.980809,1.855152,0.021245,0.011741
1272,0.984059,0.983669,0.981513,0.980821,1.855121,0.021245,0.011729
1273,0.984059,0.983669,0.981513,0.980833,1.85509,0.021245,0.011717
1274,0.984059,0.98367,0.981513,0.980845,1.855059,0.021245,0.011705
1275,0.98406,0.98367,0.981512,0.980857,1.855028,0.021245,0.011693
1276,0.98406,0.983671,0.981512,0.980864,1.854998,0.02125,0.011681
1277,0.984061,0.983671,0.981511,0.980871,1.854967,0.021255,0.011669
1278,0.984061,0.983671,0.981511,0.980883,1.854936,0.021255,0.011658
1279,0.984061,0.983672,0.981511,0.980895,1.854905,0.021255,0.011646
1280,0.984062,0.983672,0.98151,0.980906,1.854874,0.021255,0.011634
1281,0.984062,0.983672,0.98151,0.980918,1.854843,0.021255,0.011622
1282,0.984063,0.983673,0.981509,0.98093,1.854812,0.021255,0.01161
1283,0.984063,0.983673,0.981509,0.980942,1.854781,0.021255,0.011598
1284,0.984063,0.983674,0.981509,0.980949,1.85475,0.021259,0.011587
1285,0.984064,0.983674,0.981508,0.980956,1.85472,0.021264,0.011575
1286,0.984064,0.983674,0.981508,0.980967,1.854689,0.021264,0.011563
1287,0.984064,0.983675,0.981507,0.980974,1.854658,0.021269,0.011551
1288,0.984065,0.983675,0.981507,0.980986,1.854627,0.021269,0.01154
1289,0.984065,0.983676,0.981507,0.980998,1.854596,0.021269,0.011528
1290,0.984066,0.983676,0.981506,0.981009,1.854565,0.021269,0.011516
1291,0.984066,0.983676,0.981506,0.981021,1.854534,0.021269,0.011504
1292,0.984066,0.983677,0.981506,0.981033,1.854503,0.021269,0.011493
1293,0.984067,0.983677,0.981505,0.981044,1.854473,0.021269,0.011481
1294,0.984067,0.983678,0.981505,0.981056,1.854442,0.021269,0.011469
1295,0.984068,0.983678,0.981504,0.981067,1.854411,0.021269,0.011458
1296,0.984068,0.983678,0.981504,0.981079,1.85438,0.021269,0.011446
1297,0.984068,0.983679,0.981504,0.981091,1.854349,0.021269,0.011434
1298,0.984069,0.983679,0.981503,0.981102,1.854318,0.021269,0.011423
1299,0.984069,0.983679,0.981503,0.981114,1.854287,0.021269,0.011411
1300,0.984069,0.98368,0.981502,0.981125,1.854256,0.021269,0.0114
1301,0.98407,0.98368,0.981502,0.981137,1.854225,0.021269,0.011388
1302,0.98407,0.983681,0.981502,0.981148,1.854195,0.021269,0.011376
1303,0.984071,0.983681,0.981501,0.98116,1.854164,0.021269,0.011365
1304,0.984071,0.983681,0.981501,0.981172,1.854133,0.021269,0.011353
1305,0.984071,0.983682,0.9815,0.981183,1.854102,0.021269,0.011342
1306,0.984072,0.983682,0.9815,0.981195,1.854071,0.021269,0.01133
1307,0.984072,0.983683,0.9815,0.981206,1.85404,0.021269,0.011319
1308,0.984073,0.983683,0.981499,0.981217,1.854009,0.021269,0.011307
1309,0.984073,0.983683,0.981499,0.981229,1.853978,0.021269,0.011296
1310,0.984073,0.983684,0.981499,0.98124,1.853948,0.021269,0.011284
1311,0.984074,0.983684,0.981498,0.981252,1.853917,0.021268,0.011273
1312,0.984074,0.983684,0.981498,0.981263,1.853886,0.021268,0.011261
1313,0.984075,0.983685,0.981497,0.98127,1.853855,0.021273,0.01125
1314,0.984075,0.983685,0.981497,0.981281,1.853824,0.021273,0.011238
1315,0.984075,0.983686,0.981497,0.981293,1.853793,0.021273,0.011227
1316,0.984076,0.983686,0.981496,0.981299,1.853762,0.021278,0.011216
1317,0.984076,0.983686,0.981496,0.981306,1.853731,0.021283,0.011204
1318,0.984076,0.983687,0.981495,0.981312,1.8537,0.021288,0.011193
1319,0.984077,0.983687,0.981495,0.981319,1.85367,0.021292,0.011181
1320,0.984077,0.983688,0.981495,0.981325,1.853639,0.021297,0.01117
1321,0.984078,0.983688,0.981494,0.981332,1.853608,0.021302,0.011159
1322,0.984078,0.983688,0.981494,0.981338,1.853577,0.021307,0.011147
1323,0.984078,0.983689,0.981494,0.981349,1.853546,0.021307,0.011136
1324,0.984079,0.983689,0.981493,0.981361,1.853515,0.021307,0.011125
1325,0.984079,0.983689,0.981493,0.981372,1.853484,0.021307,0.011113
1326,0.984079,0.98369,0.981492,0.981383,1.853453,0.021307,0.011102
1327,0.98408,0.98369,0.981492,0.981395,1.853423,0.021307,0.011091
1328,0.98408,0.983691,0.981492,0.981406,1.853392,0.021307,0.011079
1329,0.984081,0.983691,0.981491,0.981417,1.853361,0.021307,0.011068
1330,0.984081,0.983691,0.981491,0.981428,1.85333,0.021307,0.011057
1331,0.984081,0.983692,0.981491,0.981439,1.853299,0.021307,0.011046
1332,0.984082,0.983692,0.98149,0.981451,1.853268,0.021307,0.011034
1333,0.984082,0.983693,0.98149,0.981462,1.853237,0.021307,0.011023
1334,0.984083,0.983693,0.981489,0.981473,1.853206,0.021307,0.011012
1335,0.984083,0.983693,0.981489,0.981484,1.853175,0.021307,0.011001
1336,0.984083,0.983694,0.981489,0.981495,1.853145,0.021307,0.01099
1337,0.984084,0.983694,0.981488,0.981507,1.853114,0.021307,0.010978
1338,0.984084,0.983694,0.981488,0.981518,1.853083,0.021306,0.010967
1339,0.984084,0.983695,0.981487,0.981529,1.853052,0.021306,0.010956
1340,0.984085,0.983695,0.981487,0.98154,1.853021,0.021306,0.010945
1341,0.984085,0.983696,0.981487,0.981551,1.85299,0.021306,0.010934
1342,0.984086,0.983696,0.981486,0.981562,1.852959,0.021306,0.010923
1343,0.984086,0.983696,0.981486,0.981573,1.852928,0.021306,0.010912
1344,0.984086,0.983697,0.981486,0.981584,1.852898,0.021306,0.0109
1345,0.984087,0.983697,0.981485,0.981595,1.852867,0.021306,0.010889
1346,0.984087,0.983697,0.981485,0.981606,1.852836,0.021306,0.010878
1347,0.984088,0.983698,0.981484,0.981617,1.852805,0.021306,0.010867
1348,0.984088,0.983698,0.981484,0.981628,1.852774,0.021306,0.010856
1349,0.984088,0.983699,0.981484,0.981639,1.852743,0.021306,0.010845
1350,0.984089,0.983699,0.981483,0.98165,1.852712,0.021306,0.010834
1351,0.984089,0.983699,0.981483,0.981661,1.852681,0.021306,0.010823
1352,0.984089,0.9837,0.981482,0.981672,1.852651,0.021306,0.010812
1353,0.98409,0.9837,0.981482,0.981683,1.85262,0.021306,0.010801
1354,0.98409,0.983701,0.981482,0.981694,1.852589,0.021306,0.01079
1355,0.984091,0.983701,0.981481,0.981705,1.852558,0.021306,0.010779
1356,0.984091,0.983701,0.981481,0.981716,1.852527,0.021306,0.010768
1357,0.984091,0.983702,0.981481,0.981727,1.852496,0.021306,0.010757
1358,0.984092,0.983702,0.98148,0.981738,1.852465,0.021306,0.010746
1359,0.984092,0.983702,0.98148,0.981749,1.852434,0.021306,0.010735
1360,0.984092,0.983703,0.981479,0.98176,1.852403,0.021306,0.010724
1361,0.984093,0.983703,0.981479,0.981771,1.852373,0.021306,0.010713
1362,0.984093,0.983704,0.981479,0.981781,1.852342,0.021306,0.010702
1363,0.984094,0.983704,0.981478,0.981792,1.852311,0.021306,0.010692
1364,0.984094,0.983704,0.981478,0.981803,1.85228,0.021306,0.010681
1365,0.984094,0.983705,0.981477,0.981809,1.852249,0.021306,0.010675
1366,0.984095,0.983705,0.981477,0.981815,1.852218,0.021306,0.010669
1367,0.984095,0.983706,0.981477,0.981821,1.852187,0.021306,0.010663
1368,0.984096,0.983706,0.981476,0.981832,1.852156,0.021306,0.010652
1369,0.984096,0.983706,0.981476,0.981843,1.852126,0.021306,0.010641
1370,0.984096,0.983707,0.981476,0.981853,1.852095,0.021306,0.01063
1371,0.984097,0.983707,0.981475,0.981864,1.852064,0.021306,0.010619
1372,0.984097,0.983707,0.981475,0.981875,1.852033,0.021306,0.010609
1373,0.984097,0.983708,0.981474,0.981886,1.852002,0.021306,0.010598
1374,0.984098,0.983708,0.981474,0.981897,1.851971,0.021306,0.010587
1375,0.984098,0.983709,0.981474,0.981907,1.85194,0.021306,0.010576
1376,0.984099,0.983709,0.981473,0.981918,1.851909,0.021306,0.010565
1377,0.984099,0.983709,0.981473,0.981929,1.851878,0.021305,0.010555
1378,0.984099,0.98371,0.981472,0.981939,1.851848,0.021305,0.010544
1379,0.9841,0.98371,0.981472,0.98195,1.851817,0.021305,0.010533
1380,0.9841,0.983711,0.981472,0.981961,1.851786,0.021305,0.010522
1381,0.984101,0.983711,0.981471,0.981971,1.851755,0.021305,0.010512
1382,0.984101,0.983711,0.981471,0.981982,1.851724,0.021305,0.010501
1383,0.984101,0.983712,0.981471,0.981993,1.851693,0.021305,0.01049
1384,0.984102,0.983712,0.98147,0.982003,1.851662,0.021305,0.01048
1385,0.984102,0.983712,0.98147,0.982014,1.851631,0.021305,0.010469
1386,0.984102,0.983713,0.981469,0.982025,1.851601,0.021305,0.010458
1387,0.984103,0.983713,0.981469,0.982035,1.85157,0.021305,0.010448
1388,0.984103,0.983714,0.981469,0.982046,1.851539,0.021305,0.010437
1389,0.984104,0.983714,0.981468,0.982056,1.851508,0.021305,0.010426
1390,0.984104,0.983714,0.981468,0.982067,1.851477,0.021305,0.010416
1391,0.984104,0.983715,0.981467,0.982078,1.851446,0.021305,0.010405
1392,0.984105,0.983715,0.981467,0.982088,1.851415,0.021305,0.010395
1393,0.984105,0.983716,0.981467,0.982099,1.851384,0.021305,0.010384
1394,0.984106,0.983716,0.981466,0.982109,1.851353,0.021305,0.010373
1395,0.984106,0.983716,0.981466,0.98212,1.851323,0.021305,0.010363
1396,0.984106,0.983717,0.981466,0.98213,1.851292,0.021305,0.010352
1397,0.984107,0.983717,0.981465,0.982141,1.851261,0.021305,0.010342
1398,0.984107,0.983718,0.981465,0.982151,1.85123,0.021305,0.010331
1399,0.984108,0.983718,0.981464,0.982162,1.851199,0.021305,0.010321
1400,0.984108,0.983718,0.981464,0.982172,1.851168,0.021305,0.01031
1401,0.984108,0.983719,0.981464,0.982183,1.851137,0.021305,0.0103
1402,0.984109,0.983719,0.981463,0.982193,1.851106,0.021305,0.010289
1403,0.984109,0.983719,0.981463,0.982204,1.851076,0.021305,0.010279
1404,0.984109,0.98372,0.981462,0.982214,1.851045,0.021305,0.010268
1405,0.98411,0.98372,0.981462,0.982224,1.851014,0.021305,0.010258
1406,0.98411,0.983721,0.981462,0.982235,1.850983,0.021305,0.010247
1407,0.984111,0.983721,0.981461,0.982245,1.850952,0.021305,0.010237
1408,0.984111,0.983721,0.981461,0.982256,1.850921,0.021305,0.010226
1409,0.984111,0.983722,0.98146,0.982266,1.85089,0.021305,0.010216
1410,0.984112,0.983722,0.98146,0.982276,1.850859,0.021305,0.010206
1411,0.984112,0.983723,0.98146,0.982287,1.850828,0.021305,0.010195
1412,0.984113,0.983723,0.981459,0.982297,1.850798,0.021305,0.010185
1413,0.984113,0.983723,0.981459,0.982307,1.850767,0.021305,0.010174
1414,0.984113,0.983724,0.981459,0.982318,1.850736,0.021305,0.010164
1415,0.984114,0.983724,0.981458,0.982328,1.850705,0.021305,0.010154
1416,0.984114,0.983725,0.981458,0.982338,1.850674,0.021305,0.010143
1417,0.984115,0.983725,0.981457,0.982349,1.850643,0.021305,0.010133
1418,0.984115,0.983725,0.981457,0.982359,1.850612,0.021305,0.010123
1419,0.984115,0.983726,0.981457,0.982369,1.850581,0.021304,0.010112
1420,0.984116,0.983726,0.981456,0.982379,1.850551,0.021304,0.010102
1421,0.984116,0.983726,0.981456,0.98239,1.85052,0.021304,0.010092
1422,0.984117,0.983727,0.981455,0.9824,1.850489,0.021304,0.010082
1423,0.984117,0.983727,0.981455,0.98241,1.850458,0.021304,0.010071
1424,0.984117,0.983728,0.981455,0.98242,1.850427,0.021304,0.010061
1425,0.984118,0.983728,0.981454,0.982431,1.850396,0.021304,0.010051
1426,0.984118,0.983728,0.981454,0.982436,1.850365,0.021309,0.010041
1427,0.984118,0.983729,0.981453,0.982446,1.850334,0.021309,0.01003
1428,0.984119,0.983729,0.981453,0.982456,1.850304,0.021309,0.01002
