t,mean_H2O,mean_CO2,mean_O2,mean_SUGAR,mean_ATP,mean_PROTEIN,mean_MITOGEN
2270,0.984232,0.983842,0.98134,0.987574,1.834384,0.021555,0.004638
2271,0.984232,0.983843,0.981339,0.987574,1.834368,0.021555,0.004638
2272,0.984233,0.983843,0.981339,0.987573,1.834353,0.021555,0.004638
2273,0.984233,0.983844,0.981339,0.987573,1.834337,0.021555,0.004638
2274,0.984233,0.983844,0.981338,0.987568,1.834322,0.021559,0.004638
2275,0.984234,0.983844,0.981338,0.987568,1.834307,0.02156,0.004638
2276,0.984234,0.983845,0.981338,0.987568,1.834291,0.02156,0.004639
2277,0.984234,0.983845,0.981337,0.987568,1.834276,0.02156,0.004639
2278,0.984235,0.983845,0.981337,0.987568,1.834261,0.021564,0.004634
2279,0.984235,0.983846,0.981337,0.987568,1.834245,0.021564,0.004634
2280,0.984236,0.983846,0.981336,0.987563,1.83423,0.021564,0.004639
2281,0.984236,0.983846,0.981336,0.987568,1.834215,0.021564,0.004634
2282,0.984236,0.983847,0.981336,0.987563,1.834199,0.021565,0.004639
2283,0.984237,0.983847,0.981335,0.987568,1.834184,0.021565,0.004634
2284,0.984237,0.983847,0.981335,0.987568,1.834169,0.021565,0.004634
2285,0.984237,0.983848,0.981335,0.987572,1.834153,0.021565,0.004629
2286,0.984238,0.983848,0.981334,0.987572,1.834138,0.021565,0.004629
2287,0.984238,0.983848,0.981334,0.987577,1.834122,0.021565,0.004624
2288,0.984238,0.983849,0.981334,0.987572,1.834107,0.021565,0.004629
2289,0.984239,0.983849,0.981333,0.987577,1.834092,0.021565,0.004624
2290,0.984239,0.983849,0.981333,0.987581,1.834076,0.021565,0.004619
2291,0.984239,0.98385,0.981333,0.987586,1.834061,0.021565,0.004614
2292,0.98424,0.98385,0.981332,0.987586,1.834046,0.021565,0.004615
2293,0.98424,0.98385,0.981332,0.987591,1.83403,0.021565,0.00461
2294,0.98424,0.983851,0.981332,0.987595,1.834015,0.021565,0.004605
2295,0.984241,0.983851,0.981331,0.9876,1.834,0.021565,0.0046
2296,0.984241,0.983851,0.981331,0.987605,1.833984,0.021565,0.004595
2297,0.984241,0.983852,0.981331,0.98761,1.833969,0.021565,0.00459
2298,0.984242,0.983852,0.98133,0.987614,1.833954,0.021565,0.004586
2299,0.984242,0.983852,0.98133,0.987619,1.833938,0.021565,0.004581
2300,0.984242,0.983853,0.98133,0.987619,1.833923,0.021565,0.004581
2301,0.984243,0.983853,0.981329,0.987624,1.833907,0.021565,0.004576
2302,0.984243,0.983853,0.981329,0.987623,1.833892,0.021565,0.004576
2303,0.984243,0.983854,0.981329,0.987628,1.833877,0.021565,0.004571
2304,0.984244,0.983854,0.981328,0.987628,1.833861,0.021565,0.004571
2305,0.984244,0.983854,0.981328,0.987633,1.833846,0.021565,0.004567
2306,0.984244,0.983855,0.981328,0.987632,1.833831,0.021565,0.004567
2307,0.984245,0.983855,0.981327,0.987637,1.833815,0.021566,0.004562
2308,0.984245,0.983855,0.981327,0.987632,1.8338,0.021566,0.004567
2309,0.984245,0.983856,0.981327,0.987632,1.833785,0.021566,0.004567
2310,0.984246,0.983856,0.981326,0.987627,1.833769,0.021566,0.004572
2311,0.984246,0.983856,0.981326,0.987627,1.833754,0.021566,0.004572
2312,0.984246,0.983857,0.981326,0.987622,1.833739,0.021566,0.004577
2313,0.984247,0.983857,0.981325,0.987621,1.833723,0.021566,0.004577
2314,0.984247,0.983857,0.981325,0.987616,1.833708,0.021566,0.004582
2315,0.984247,0.983858,0.981325,0.987616,1.833692,0.021566,0.004582
2316,0.984248,0.983858,0.981324,0.987611,1.833677,0.021566,0.004587
2317,0.984248,0.983858,0.981324,0.987611,1.833662,0.021566,0.004587
2318,0.984248,0.983859,0.981323,0.987606,1.833646,0.021566,0.004592
2319,0.984249,0.983859,0.981323,0.987611,1.833631,0.021566,0.004587
2320,0.984249,0.983859,0.981323,0.987615,1.833616,0.021566,0.004582
2321,0.984249,0.98386,0.981322,0.98762,1.8336,0.021566,0.004578
2322,0.98425,0.98386,0.981322,0.987625,1.833585,0.021566,0.004573
2323,0.98425,0.98386,0.981322,0.987625,1.83357,0.021566,0.004573
2324,0.98425,0.983861,0.981321,0.987629,1.833554,0.021566,0.004568
2325,0.984251,0.983861,0.981321,0.987629,1.833539,0.021566,0.004568
2326,0.984251,0.983861,0.981321,0.987629,1.833523,0.021571,0.004563
2327,0.984251,0.983862,0.98132,0.987624,1.833508,0.021576,0.004564
2328,0.984252,0.983862,0.98132,0.987624,1.833493,0.02158,0.004559
2329,0.984252,0.983863,0.98132,0.987624,1.833477,0.021585,0.004554
2330,0.984252,0.983863,0.981319,0.987629,1.833462,0.021585,0.004549
2331,0.984253,0.983863,0.981319,0.987629,1.833447,0.02159,0.004544
2332,0.984253,0.983864,0.981319,0.987633,1.833431,0.02159,0.00454
2333,0.984254,0.983864,0.981318,0.987633,1.833416,0.02159,0.00454
2334,0.984254,0.983864,0.981318,0.987638,1.833401,0.02159,0.004535
2335,0.984254,0.983865,0.981318,0.987638,1.833385,0.02159,0.004535
2336,0.984255,0.983865,0.981317,0.987642,1.83337,0.02159,0.00453
2337,0.984255,0.983865,0.981317,0.987647,1.833355,0.02159,0.004526
2338,0.984255,0.983866,0.981317,0.987652,1.833339,0.02159,0.004521
2339,0.984256,0.983866,0.981316,0.987656,1.833324,0.02159,0.004516
2340,0.984256,0.983866,0.981316,0.987661,1.833308,0.02159,0.004511
2341,0.984256,0.983867,0.981316,0.987665,1.833293,0.02159,0.004507
2342,0.984257,0.983867,0.981315,0.98767,1.833278,0.02159,0.004502
2343,0.984257,0.983867,0.981315,0.987675,1.833262,0.021591,0.004497
2344,0.984257,0.983868,0.981315,0.987679,1.833247,0.021591,0.004493
2345,0.984258,0.983868,0.981314,0.987684,1.833232,0.021591,0.004488
2346,0.984258,0.983868,0.981314,0.987689,1.833216,0.021591,0.004483
2347,0.984258,0.983869,0.981314,0.987693,1.833201,0.021591,0.004478
2348,0.984259,0.983869,0.981313,0.987698,1.833186,0.021591,0.004474
2349,0.984259,0.983869,0.981313,0.987702,1.83317,0.021591,0.004469
2350,0.984259,0.98387,0.981313,0.987707,1.833155,0.021591,0.004464
2351,0.98426,0.98387,0.981312,0.987712,1.83314,0.021591,0.00446
2352,0.98426,0.98387,0.981312,0.987716,1.833124,0.021591,0.004455
2353,0.98426,0.983871,0.981312,0.987721,1.833109,0.021591,0.00445
2354,0.984261,0.983871,0.981311,0.987725,1.833093,0.021591,0.004446
2355,0.984261,0.983871,0.981311,0.98773,1.833078,0.021591,0.004441
2356,0.984261,0.983872,0.981311,0.987734,1.833063,0.021591,0.004436
2357,0.984262,0.983872,0.98131,0.987739,1.833047,0.021591,0.004432
2358,0.984262,0.983872,0.98131,0.987743,1.833032,0.021591,0.004427
2359,0.984262,0.983873,0.98131,0.987748,1.833017,0.021591,0.004422
2360,0.984263,0.983873,0.981309,0.987753,1.833001,0.021591,0.004418
2361,0.984263,0.983873,0.981309,0.987757,1.832986,0.021591,0.004413
2362,0.984263,0.983874,0.981309,0.987762,1.832971,0.021591,0.004409
2363,0.984264,0.983874,0.981308,0.987766,1.832955,0.021591,0.004404
2364,0.984264,0.983874,0.981308,0.987771,1.83294,0.021591,0.004399
2365,0.984264,0.983875,0.981308,0.987775,1.832925,0.021591,0.004395
2366,0.984265,0.983875,0.981307,0.987775,1.832909,0.021591,0.004395
2367,0.984265,0.983875,0.981307,0.987779,1.832894,0.021591,0.00439
2368,0.984265,0.983876,0.981307,0.987779,1.832878,0.021592,0.004391
2369,0.984266,0.983876,0.981306,0.987779,1.832863,0.021592,0.004391
2370,0.984266,0.983876,0.981306,0.987773,1.832848,0.021592,0.004396
2371,0.984266,0.983877,0.981306,0.987773,1.832832,0.021592,0.004396
2372,0.984267,0.983877,0.981305,0.987778,1.832817,0.021592,0.004392
2373,0.984267,0.983877,0.981305,0.987777,1.832802,0.021592,0.004392
2374,0.984267,0.983878,0.981305,0.987782,1.832786,0.021592,0.004387
2375,0.984268,0.983878,0.981304,0.987781,1.832771,0.021592,0.004388
2376,0.984268,0.983878,0.981304,0.987786,1.832756,0.021592,0.004383
2377,0.984268,0.983879,0.981304,0.98779,1.83274,0.021592,0.004378
2378,0.984269,0.983879,0.981303,0.98779,1.832725,0.021592,0.004379
2379,0.984269,0.983879,0.981303,0.987794,1.83271,0.021592,0.004374
2380,0.984269,0.98388,0.981303,0.987794,1.832694,0.021592,0.004374
2381,0.98427,0.98388,0.981302,0.987799,1.832679,0.021592,0.00437
2382,0.98427,0.98388,0.981302,0.987798,1.832663,0.021592,0.00437
2383,0.98427,0.983881,0.981302,0.987803,1.832648,0.021592,0.004365
2384,0.984271,0.983881,0.981301,0.987802,1.832633,0.021592,0.004366
2385,0.984271,0.983881,0.981301,0.987807,1.832617,0.021592,0.004361
2386,0.984271,0.983882,0.981301,0.987806,1.832602,0.021592,0.004361
2387,0.984272,0.983882,0.9813,0.987811,1.832587,0.021592,0.004357
2388,0.984272,0.983882,0.9813,0.987815,1.832571,0.021592,0.004352
2389,0.984272,0.983883,0.9813,0.98782,1.832556,0.021592,0.004348
2390,0.984273,0.983883,0.981299,0.987824,1.832541,0.021592,0.004343
2391,0.984273,0.983883,0.981299,0.987829,1.832525,0.021592,0.004339
2392,0.984273,0.983884,0.981299,0.987833,1.83251,0.021592,0.004334
2393,0.984274,0.983884,0.981298,0.987838,1.832495,0.021593,0.00433
2394,0.984274,0.983884,0.981298,0.987842,1.832479,0.021593,0.004325
2395,0.984274,0.983885,0.981298,0.987847,1.832464,0.021593,0.00432
2396,0.984275,0.983885,0.981297,0.987851,1.832448,0.021593,0.004316
2397,0.984275,0.983885,0.981297,0.987855,1.832433,0.021593,0.004311
2398,0.984275,0.983886,0.981297,0.98786,1.832418,0.021593,0.004307
2399,0.984276,0.983886,0.981296,0.987864,1.832402,0.021593,0.004302
2400,0.984276,0.983886,0.981296,0.987869,1.832387,0.021593,0.004298
2401,0.984276,0.983887,0.981296,0.987868,1.832372,0.021593,0.004298
2402,0.984277,0.983887,0.981295,0.987873,1.832356,0.021593,0.004294
2403,0.984277,0.983887,0.981295,0.987877,1.832341,0.021593,0.004289
2404,0.984277,0.983888,0.981295,0.987882,1.832326,0.021593,0.004285
2405,0.984278,0.983888,0.981294,0.987886,1.83231,0.021593,0.00428
2406,0.984278,0.983888,0.981294,0.98789,1.832295,0.021593,0.004276
2407,0.984278,0.983889,0.981294,0.987895,1.83228,0.021593,0.004271
2408,0.984279,0.983889,0.981293,0.987899,1.832264,0.021593,0.004267
2409,0.984279,0.983889,0.981293,0.987899,1.832249,0.021593,0.004267
2410,0.984279,0.98389,0.981293,0.987898,1.832233,0.021593,0.004267
2411,0.98428,0.98389,0.981292,0.987898,1.832218,0.021593,0.004268
2412,0.98428,0.98389,0.981292,0.987897,1.832203,0.021593,0.004268
2413,0.98428,0.983891,0.981292,0.987897,1.832187,0.021593,0.004269
2414,0.984281,0.983891,0.981291,0.987901,1.832172,0.021593,0.004264
2415,0.984281,0.983891,0.981291,0.987901,1.832157,0.021593,0.004264
2416,0.984281,0.983892,0.98129,0.987905,1.832141,0.021593,0.00426
2417,0.984282,0.983892,0.98129,0.987905,1.832126,0.021593,0.00426
2418,0.984282,0.983892,0.98129,0.987909,1.832111,0.021594,0.004256
2419,0.984282,0.983893,0.981289,0.987909,1.832095,0.021594,0.004256
2420,0.984283,0.983893,0.981289,0.987913,1.83208,0.021594,0.004252
2421,0.984283,0.983893,0.981289,0.987912,1.832065,0.021594,0.004252
2422,0.984283,0.983894,0.981288,0.987917,1.832049,0.021594,0.004248
2423,0.984284,0.983894,0.981288,0.987916,1.832034,0.021594,0.004248
2424,0.984284,0.983894,0.981288,0.987921,1.832018,0.021594,0.004244
2425,0.984284,0.983895,0.981287,0.987925,1.832003,0.021594,0.004239
2426,0.984285,0.983895,0.981287,0.987929,1.831988,0.021594,0.004235
2427,0.984285,0.983895,0.981287,0.987934,1.831972,0.021594,0.00423
2428,0.984285,0.983896,0.981286,0.987938,1.831957,0.021594,0.004226
2429,0.984286,0.983896,0.981286,0.987938,1.831942,0.021594,0.004226
2430,0.984286,0.983896,0.981286,0.987942,1.831926,0.021594,0.004222
2431,0.984286,0.983897,0.981285,0.987941,1.831911,0.021594,0.004222
2432,0.984287,0.983897,0.981285,0.987946,1.831896,0.021594,0.004218
2433,0.984287,0.983897,0.981285,0.98795,1.83188,0.021594,0.004213
2434,0.984287,0.983898,0.981284,0.987954,1.831865,0.021594,0.004209
2435,0.984288,0.983898,0.981284,0.987959,1.83185,0.021594,0.004204
2436,0.984288,0.983898,0.981284,0.987963,1.831834,0.021594,0.0042
2437,0.984288,0.983899,0.981283,0.987962,1.831819,0.021594,0.0042
2438,0.984289,0.983899,0.981283,0.987962,1.831803,0.021594,0.004201
2439,0.984289,0.9839,0.981283,0.987966,1.831788,0.021594,0.004197
2440,0.984289,0.9839,0.981282,0.987966,1.831773,0.021594,0.004197
2441,0.98429,0.9839,0.981282,0.987965,1.831757,0.021594,0.004197
2442,0.98429,0.983901,0.981282,0.987965,1.831742,0.021595,0.004198
2443,0.98429,0.983901,0.981281,0.987964,1.831727,0.021595,0.004198
2444,0.984291,0.983901,0.981281,0.987959,1.831711,0.021595,0.004204
2445,0.984291,0.983902,0.981281,0.987958,1.831696,0.021595,0.004204
2446,0.984291,0.983902,0.98128,0.987953,1.831681,0.021595,0.004209
2447,0.984292,0.983902,0.98128,0.987952,1.831665,0.021595,0.00421
2448,0.984292,0.983903,0.98128,0.987947,1.83165,0.021595,0.004215
2449,0.984293,0.983903,0.981279,0.987946,1.831635,0.021595,0.004216
2450,0.984293,0.983903,0.981279,0.987941,1.831619,0.021595,0.004221
2451,0.984293,0.983904,0.981279,0.98794,1.831604,0.021595,0.004221
2452,0.984294,0.983904,0.981278,0.987935,1.831588,0.021595,0.004227
2453,0.984294,0.983904,0.981278,0.987934,1.831573,0.021595,0.004227
2454,0.984294,0.983905,0.981278,0.987934,1.831558,0.021595,0.004227
2455,0.984295,0.983905,0.981277,0.987938,1.831542,0.021595,0.004223
2456,0.984295,0.983905,0.981277,0.987938,1.831527,0.021595,0.004223
2457,0.984295,0.983906,0.981277,0.987942,1.831512,0.021595,0.004219
2458,0.984296,0.983906,0.981276,0.987942,1.831496,0.021595,0.004219
2459,0.984296,0.983906,0.981276,0.987946,1.831481,0.021595,0.004215
2460,0.984296,0.983907,0.981276,0.987945,1.831466,0.021595,0.004215
2461,0.984297,0.983907,0.981275,0.987945,1.83145,0.021595,0.004216
2462,0.984297,0.983907,0.981275,0.987944,1.831435,0.021595,0.004216
2463,0.984297,0.983908,0.981275,0.987944,1.83142,0.021595,0.004217
2464,0.984298,0.983908,0.981274,0.987943,1.831404,0.021595,0.004217
2465,0.984298,0.983908,0.981274,0.987943,1.831389,0.021595,0.004218
2466,0.984298,0.983909,0.981274,0.987942,1.831373,0.021596,0.004218
2467,0.984299,0.983909,0.981273,0.987942,1.831358,0.021596,0.004218
2468,0.984299,0.983909,0.981273,0.987941,1.831343,0.021596,0.004219
2469,0.984299,0.98391,0.981273,0.987941,1.831327,0.021596,0.004219
2470,0.9843,0.98391,0.981272,0.987945,1.831312,0.021596,0.004215
2471,0.9843,0.98391,0.981272,0.987944,1.831297,0.021596,0.004215
2472,0.9843,0.983911,0.981272,0.987944,1.831281,0.021596,0.004216
2473,0.984301,0.983911,0.981271,0.987943,1.831266,0.021596,0.004216
2474,0.984301,0.983911,0.981271,0.987943,1.831251,0.021596,0.004217
2475,0.984301,0.983912,0.981271,0.987942,1.831235,0.021596,0.004217
2476,0.984302,0.983912,0.98127,0.987942,1.83122,0.021596,0.004217
2477,0.984302,0.983912,0.98127,0.987941,1.831205,0.021596,0.004218
2478,0.984302,0.983913,0.98127,0.987945,1.831189,0.021596,0.004213
2479,0.984303,0.983913,0.981269,0.98795,1.831174,0.021596,0.004209
2480,0.984303,0.983913,0.981269,0.987949,1.831158,0.021596,0.004209
2481,0.984303,0.983914,0.981269,0.987954,1.831143,0.021596,0.004205
2482,0.984304,0.983914,0.981268,0.987953,1.831128,0.021596,0.004206
2483,0.984304,0.983914,0.981268,0.987957,1.831112,0.021596,0.004201
2484,0.984304,0.983915,0.981268,0.987952,1.831097,0.021596,0.004206
2485,0.984305,0.983915,0.981267,0.987956,1.831082,0.021596,0.004202
2486,0.984305,0.983915,0.981267,0.987951,1.831066,0.021596,0.004207
2487,0.984305,0.983916,0.981266,0.987955,1.831051,0.021596,0.004203
2488,0.984306,0.983916,0.981266,0.98795,1.831036,0.021596,0.004208
2489,0.984306,0.983916,0.981266,0.987954,1.83102,0.021596,0.004204
2490,0.984306,0.983917,0.981265,0.987954,1.831005,0.021597,0.004204
2491,0.984307,0.983917,0.981265,0.987953,1.83099,0.021597,0.004205
2492,0.984307,0.983917,0.981265,0.987952,1.830974,0.021597,0.004205
2493,0.984307,0.983918,0.981264,0.987947,1.830959,0.021597,0.00421
2494,0.984308,0.983918,0.981264,0.987946,1.830943,0.021597,0.004211
2495,0.984308,0.983918,0.981264,0.987946,1.830928,0.021597,0.004211
2496,0.984308,0.983919,0.981263,0.987945,1.830913,0.021597,0.004212
2497,0.984309,0.983919,0.981263,0.98794,1.830897,0.021597,0.004217
2498,0.984309,0.98392,0.981263,0.987939,1.830882,0.021597,0.004218
2499,0.984309,0.98392,0.981262,0.987939,1.830867,0.021597,0.004218
2500,0.98431,0.98392,0.981262,0.987938,1.830851,0.021597,0.004218
2501,0.98431,0.983921,0.981262,0.987938,1.830836,0.021597,0.004219
2502,0.984311,0.983921,0.981261,0.987937,1.830821,0.021597,0.004219
2503,0.984311,0.983921,0.981261,0.987932,1.830805,0.021597,0.004225
2504,0.984311,0.983922,0.981261,0.987926,1.83079,0.021597,0.00423
2505,0.984312,0.983922,0.98126,0.987921,1.830775,0.021597,0.004235
2506,0.984312,0.983922,0.98126,0.987921,1.830759,0.021597,0.004236
2507,0.984312,0.983923,0.98126,0.98792,1.830744,0.021597,0.004236
2508,0.984313,0.983923,0.981259,0.987924,1.830728,0.021597,0.004232
2509,0.984313,0.983923,0.981259,0.987924,1.830713,0.021597,0.004232
2510,0.984313,0.983924,0.981259,0.987923,1.830698,0.021597,0.004232
2511,0.984314,0.983924,0.981258,0.987923,1.830682,0.021597,0.004233
2512,0.984314,0.983924,0.981258,0.987922,1.830667,0.021597,0.004233
2513,0.984314,0.983925,0.981258,0.987922,1.830652,0.021598,0.004234
2514,0.984315,0.983925,0.981257,0.987921,1.830636,0.021598,0.004234
2515,0.984315,0.983925,0.981257,0.987921,1.830621,0.021598,0.004235
2516,0.984315,0.983926,0.981257,0.98792,1.830606,0.021598,0.004235
2517,0.984316,0.983926,0.981256,0.98792,1.83059,0.021598,0.004235
2518,0.984316,0.983926,0.981256,0.987919,1.830575,0.021598,0.004236
2519,0.984316,0.983927,0.981256,0.987919,1.83056,0.021598,0.004236
2520,0.984317,0.983927,0.981255,0.987918,1.830544,0.021598,0.004237
2521,0.984317,0.983927,0.981255,0.987917,1.830529,0.021598,0.004237
2522,0.984317,0.983928,0.981255,0.987912,1.830513,0.021598,0.004242
2523,0.984318,0.983928,0.981254,0.987912,1.830498,0.021598,0.004243
2524,0.984318,0.983928,0.981254,0.987911,1.830483,0.021598,0.004243
2525,0.984318,0.983929,0.981254,0.987911,1.830467,0.021598,0.004244
2526,0.984319,0.983929,0.981253,0.98791,1.830452,0.021598,0.004244
2527,0.984319,0.983929,0.981253,0.98791,1.830437,0.021598,0.004245
2528,0.984319,0.98393,0.981253,0.987909,1.830421,0.021598,0.004245
2529,0.98432,0.98393,0.981252,0.987909,1.830406,0.021598,0.004245
2530,0.98432,0.98393,0.981252,0.987913,1.830391,0.021598,0.004241
2531,0.98432,0.983931,0.981252,0.987912,1.830375,0.021598,0.004241
2532,0.984321,0.983931,0.981251,0.987917,1.83036,0.021598,0.004237
2533,0.984321,0.983931,0.981251,0.987911,1.830345,0.021598,0.004242
2534,0.984321,0.983932,0.981251,0.987916,1.830329,0.021598,0.004238
2535,0.984322,0.983932,0.98125,0.987915,1.830314,0.021598,0.004238
2536,0.984322,0.983932,0.98125,0.987915,1.830298,0.021598,0.004239
2537,0.984322,0.983933,0.981249,0.987914,1.830283,0.021599,0.004239
2538,0.984323,0.983933,0.981249,0.987914,1.830268,0.021599,0.004239
2539,0.984323,0.983933,0.981249,0.987913,1.830252,0.021599,0.00424
2540,0.984323,0.983934,0.981248,0.987917,1.830237,0.021599,0.004235
2541,0.984324,0.983934,0.981248,0.987917,1.830222,0.021599,0.004236
2542,0.984324,0.983934,0.981248,0.987921,1.830206,0.021599,0.004231
2543,0.984324,0.983935,0.981247,0.987921,1.830191,0.021599,0.004232
2544,0.984325,0.983935,0.981247,0.987925,1.830176,0.021599,0.004227
2545,0.984325,0.983935,0.981247,0.987925,1.83016,0.021599,0.004228
2546,0.984325,0.983936,0.981246,0.987929,1.830145,0.021599,0.004223
2547,0.984326,0.983936,0.981246,0.987928,1.83013,0.021599,0.004224
2548,0.984326,0.983937,0.981246,0.987933,1.830114,0.021599,0.004219
2549,0.984326,0.983937,0.981245,0.987932,1.830099,0.021599,0.00422
2550,0.984327,0.983937,0.981245,0.987937,1.830083,0.021599,0.004215
2551,0.984327,0.983938,0.981245,0.987936,1.830068,0.021599,0.004216
2552,0.984327,0.983938,0.981244,0.98794,1.830053,0.021599,0.004211
2553,0.984328,0.983938,0.981244,0.98794,1.830037,0.021599,0.004212
2554,0.984328,0.983939,0.981244,0.987944,1.830022,0.021599,0.004207
2555,0.984329,0.983939,0.981243,0.987944,1.830007,0.021599,0.004208
2556,0.984329,0.983939,0.981243,0.987948,1.829991,0.021599,0.004203
2557,0.984329,0.98394,0.981243,0.987952,1.829976,0.021599,0.004199
2558,0.98433,0.98394,0.981242,0.987952,1.829961,0.021599,0.004199
2559,0.98433,0.98394,0.981242,0.987956,1.829945,0.021599,0.004195
2560,0.98433,0.983941,0.981242,0.987955,1.82993,0.0216,0.004195
2561,0.984331,0.983941,0.981241,0.98796,1.829914,0.0216,0.004191
2562,0.984331,0.983941,0.981241,0.987959,1.829899,0.0216,0.004191
2563,0.984331,0.983942,0.981241,0.987963,1.829884,0.0216,0.004187
2564,0.984332,0.983942,0.98124,0.987963,1.829868,0.0216,0.004188
2565,0.984332,0.983942,0.98124,0.987967,1.829853,0.0216,0.004183
2566,0.984332,0.983943,0.98124,0.987971,1.829838,0.0216,0.004179
2567,0.984333,0.983943,0.981239,0.987976,1.829822,0.0216,0.004174
2568,0.984333,0.983943,0.981239,0.98798,1.829807,0.0216,0.00417
2569,0.984333,0.983944,0.981239,0.987984,1.829792,0.0216,0.004166
2570,0.984334,0.983944,0.981238,0.987984,1.829776,0.0216,0.004166
2571,0.984334,0.983944,0.981238,0.987988,1.829761,0.0216,0.004162
2572,0.984334,0.983945,0.981238,0.987987,1.829746,0.0216,0.004162
2573,0.984335,0.983945,0.981237,0.987992,1.82973,0.0216,0.004158
2574,0.984335,0.983945,0.981237,0.987996,1.829715,0.0216,0.004153
2575,0.984335,0.983946,0.981237,0.988,1.829699,0.0216,0.004149
2576,0.984336,0.983946,0.981236,0.988004,1.829684,0.0216,0.004145
2577,0.984336,0.983946,0.981236,0.988009,1.829669,0.0216,0.00414
2578,0.984336,0.983947,0.981236,0.988008,1.829653,0.0216,0.004141
2579,0.984337,0.983947,0.981235,0.988007,1.829638,0.0216,0.004141
2580,0.984337,0.983947,0.981235,0.988007,1.829623,0.0216,0.004142
2581,0.984337,0.983948,0.981235,0.988006,1.829607,0.0216,0.004142
2582,0.984338,0.983948,0.981234,0.988001,1.829592,0.0216,0.004148
2583,0.984338,0.983948,0.981234,0.987995,1.829577,0.021601,0.004153
2584,0.984338,0.983949,0.981234,0.98799,1.829561,0.021601,0.004159
2585,0.984339,0.983949,0.981233,0.987984,1.829546,0.021601,0.004164
2586,0.984339,0.983949,0.981233,0.987979,1.829531,0.021601,0.004169
2587,0.984339,0.98395,0.981233,0.987973,1.829515,0.021601,0.004175
2588,0.98434,0.98395,0.981232,0.987973,1.8295,0.021601,0.004175
2589,0.98434,0.98395,0.981232,0.987972,1.829484,0.021601,0.004176
2590,0.98434,0.983951,0.981232,0.987967,1.829469,0.021601,0.004181
2591,0.984341,0.983951,0.981231,0.987966,1.829454,0.021601,0.004181
2592,0.984341,0.983951,0.981231,0.987966,1.829438,0.021601,0.004182
2593,0.984341,0.983952,0.981231,0.987965,1.829423,0.021601,0.004182
2594,0.984342,0.983952,0.98123,0.987965,1.829408,0.021601,0.004183
2595,0.984342,0.983952,0.98123,0.987964,1.829392,0.021601,0.004183
2596,0.984342,0.983953,0.98123,0.987968,1.829377,0.021601,0.004179
2597,0.984343,0.983953,0.981229,0.987973,1.829362,0.021601,0.004175
2598,0.984343,0.983953,0.981229,0.987972,1.829346,0.021601,0.004175
2599,0.984343,0.983954,0.981229,0.987967,1.829331,0.021601,0.00418
2600,0.984344,0.983954,0.981228,0.987971,1.829316,0.021601,0.004176
2601,0.984344,0.983954,0.981228,0.98797,1.8293,0.021601,0.004176
2602,0.984344,0.983955,0.981228,0.987975,1.829285,0.021601,0.004172
2603,0.984345,0.983955,0.981227,0.987979,1.829269,0.021601,0.004168
2604,0.984345,0.983955,0.981227,0.987978,1.829254,0.021601,0.004168
2605,0.984345,0.983956,0.981226,0.987983,1.829239,0.021601,0.004164
2606,0.984346,0.983956,0.981226,0.987987,1.829223,0.021601,0.004159
2607,0.984346,0.983956,0.981226,0.987991,1.829208,0.021602,0.004155
2608,0.984346,0.983957,0.981225,0.987991,1.829193,0.021602,0.004155
2609,0.984347,0.983957,0.981225,0.987995,1.829177,0.021602,0.004151
2610,0.984347,0.983957,0.981225,0.987999,1.829162,0.021602,0.004147
2611,0.984347,0.983958,0.981224,0.988003,1.829147,0.021602,0.004142
2612,0.984348,0.983958,0.981224,0.988008,1.829131,0.021602,0.004138
2613,0.984348,0.983958,0.981224,0.988012,1.829116,0.021602,0.004134
2614,0.984348,0.983959,0.981223,0.988016,1.829101,0.021602,0.004129
2615,0.984349,0.983959,0.981223,0.988015,1.829085,0.021602,0.00413
2616,0.984349,0.983959,0.981223,0.98802,1.82907,0.021602,0.004125
2617,0.984349,0.98396,0.981222,0.988019,1.829054,0.021602,0.004126
2618,0.98435,0.98396,0.981222,0.988023,1.829039,0.021602,0.004122
2619,0.98435,0.98396,0.981222,0.988023,1.829024,0.021602,0.004122
2620,0.98435,0.983961,0.981221,0.988027,1.829008,0.021602,0.004118
2621,0.984351,0.983961,0.981221,0.988026,1.828993,0.021602,0.004118
2622,0.984351,0.983962,0.981221,0.988031,1.828978,0.021602,0.004114
2623,0.984351,0.983962,0.98122,0.98803,1.828962,0.021602,0.004115
2624,0.984352,0.983962,0.98122,0.988034,1.828947,0.021602,0.00411
2625,0.984352,0.983963,0.98122,0.988038,1.828932,0.021602,0.004106
2626,0.984352,0.983963,0.981219,0.988038,1.828916,0.021602,0.004107
2627,0.984353,0.983963,0.981219,0.988037,1.828901,0.021602,0.004107
2628,0.984353,0.983964,0.981219,0.988036,1.828885,0.021602,0.004108
2629,0.984353,0.983964,0.981218,0.988036,1.82887,0.021602,0.004108
2630,0.984354,0.983964,0.981218,0.988035,1.828855,0.021603,0.004109
2631,0.984354,0.983965,0.981218,0.988035,1.828839,0.021603,0.004109
2632,0.984354,0.983965,0.981217,0.988029,1.828824,0.021603,0.004115
2633,0.984355,0.983965,0.981217,0.988028,1.828809,0.021603,0.004115
2634,0.984355,0.983966,0.981217,0.988023,1.828793,0.021603,0.004121
2635,0.984356,0.983966,0.981216,0.988022,1.828778,0.021603,0.004121
